species,fb,wall,orn,shape,volume,genus,family,order,class,phylum
Lentinellus.micheneri,Gilled,Thin,Yes,1.466666667,60.7456392,Lentinellus,Auriscalpiaceae,Russulales,Agaricomycetes,Basidiomycota
Lentinellus.ursinus,Gilled,Thin,Yes,1.333333333,28.27433388,Lentinellus,Auriscalpiaceae,Russulales,Agaricomycetes,Basidiomycota
Lentinus.substrictus,Pileate,Thin,No,2.85,17.90707813,Lentinus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Lentomitella.cirrhosa,Pyrenoid,Thin,Yes,2,82.83496255,Lentomitella,Boliniaceae,Boliniales,Sordariomycetes,Ascomycota
Lentomitella.crinigera,Pyrenoid,Thin,Yes,2.181818182,285.0995333,Lentomitella,Boliniaceae,Boliniales,Sordariomycetes,Ascomycota
Lentomitella.tomentosa,Pyrenoid,Thin,No,2.230769231,481.1545499,Lentomitella,Boliniaceae,Boliniales,Sordariomycetes,Ascomycota
Lenzites.betulina,Pileate,Thin,No,2.2,26.99806187,Lenzites,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Leptodontidium.trabinellum,Discoid,Thin,No,2.684210526,115.6797247,Leptodontidium,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Leptoporus.mollis,Pileate,Thin,No,2.477272727,20.71723275,Leptoporus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Leptosporomyces.galzinii,Resupinate,Thin,No,2,8.418486564,Leptosporomyces,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota
Leptosporomyces.septentrionalis,Resupinate,Thin,No,3.571428571,15.03301172,Leptosporomyces,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota
Leucogyrophana.romellii,Resupinate,Thick,No,1.538461538,41.4788405,Leucogyrophana,Hygrophoropsidaceae,Boletales,Agaricomycetes,Basidiomycota
Leucogyrophana.sororia,Resupinate,Thick,No,1.545454545,25.24318785,Leucogyrophana,Hygrophoropsidaceae,Boletales,Agaricomycetes,Basidiomycota
Leucoscypha.leucotricha,Discoid,Thin,Yes,2.24137931,5366.723825,Leucoscypha,Pyronemataceae,Pezizales,Pezizomycetes,Ascomycota
Lophiostoma.cf.quadrinucleatum,Pyrenoid,Thick,No,2.951807229,1325.598947,Lophiostoma,Lophiostomataceae,Pleosporales,Dothideomycetes,Ascomycota
Lophiostoma.compressum,Pyrenoid,Thick,No,2.641304348,1615.369243,Lophiostoma,Lophiostomataceae,Pleosporales,Dothideomycetes,Ascomycota
Lophiostoma.curtum,Pyrenoid,Thick,No,2.696969697,608.9726032,Lophiostoma,Lophiostomataceae,Pleosporales,Dothideomycetes,Ascomycota
Lophiostoma.sp1.,Pyrenoid,Thick,No,4.921700224,345.2451676,Lophiostoma,Lophiostomataceae,Pleosporales,Dothideomycetes,Ascomycota
Lophiotrema.boreale,Pyrenoid,Thick,No,3.641025641,169.6318661,Lophiotrema,Lophiotremataceae,Pleosporales,Dothideomycetes,Ascomycota
Lophium.mytilinum,Pyrenoid,Thick,No,71.11111111,636.1725124,Lophium,Mytilinidiaceae,Mytilinidiales,Dothideomycetes,Ascomycota
Megacollybia.platyphylla,Gilled,Thin,No,1.172413793,350.9011732,Megacollybia,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota
Melanomma.cf.fuscidulum,Pyrenoid,Thick,No,4.5,226.1946711,Melanomma,Melanommataceae,Pleosporales,Dothideomycetes,Ascomycota
Melanomma.pulvis.pyrius,Pyrenoid,Thick,No,3.555555556,254.4690049,Melanomma,Melanommataceae,Pleosporales,Dothideomycetes,Ascomycota
Melanomma.subdispersum,Pyrenoid,Thick,No,3,994.0195505,Melanomma,Melanommataceae,Pleosporales,Dothideomycetes,Ascomycota
Melanopsamma.pomiformis,Pyrenoid,Thin,No,2.307692308,497.7460861,Melanopsamma,Niessliaceae,Chaetosphaeriales,Sordariomycetes,Ascomycota
Melanospora.caprina,Pyrenoid,Thin,No,1.56,2393.010029,Melanospora,Ceratostomaceae,Hypocreales,Sordariomycetes,Ascomycota
Menispora.cf.glauca.caesia,Pyrenoid,Thin,No,5.777777778,413.512133,Menispora,Chaetosphaeriaceae,Chaetosphaeriales,Sordariomycetes,Ascomycota
Merismodes.anomala,Discoid,Thin,No,2.5,1005.309649,Merismodes,Niaceae,Agaricales,Agaricomycetes,Basidiomycota
Merulius.tremellosus,Pileate,Thin,No,3.4,5.215534679,Merulius,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Metulodontia.nivea,Resupinate,Thin,No,1.384615385,37.33095645,Metulodontia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Mollisia.sp1.,Discoid,Thin,No,3.777777778,33.79666472,Mollisia,Dermateaceae,Helotiales,Leotiomycetes,Ascomycota
Mollisia.sp2.,Discoid,Thin,No,2.175438596,316.4180705,Mollisia,Dermateaceae,Helotiales,Leotiomycetes,Ascomycota
Mollisia.sp3.,Discoid,Thin,No,3.527777778,129.2702545,Mollisia,Dermateaceae,Helotiales,Leotiomycetes,Ascomycota
Mollisia.sp4.,Discoid,Thin,No,3,18.84955592,Mollisia,Dermateaceae,Helotiales,Leotiomycetes,Ascomycota
Mucronella.calva,Branched,Thin,No,1.666666667,35.34291735,Mucronella,Clavariaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.algeriensis,Gilled,Thin,No,1.47826087,220.7214276,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.amicta,Gilled,Thin,No,1.789473684,150.6246415,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.epipterygia,Gilled,Thin,No,1.384615385,298.6476516,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.galericulata,Gilled,Thin,No,1.418918919,451.588236,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.galopus,Gilled,Thin,No,1.833333333,311.0176727,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.haematopus,Gilled,Thin,No,1.47826087,220.7214276,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.laevigata,Gilled,Thin,No,1.69,84.82300165,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.leptocephala,Gilled,Thin,No,1.9,186.5320638,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.metata.filopes,Gilled,Thin,No,1.9,186.5320638,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.rubromarginata,Gilled,Thin,No,1.538461538,331.830724,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.sanguinolenta,Gilled,Thin,No,1.619047619,184.0040635,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.silvae.nigrae,Gilled,Thin,No,1.375,552.920307,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.stipata,Gilled,Thin,No,1.6,306.7961576,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.tintinnabulum,Gilled,Thin,No,1.8,22.08932335,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycena.viridimarginata,Gilled,Thin,No,1.285714286,346.3605901,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Mycoacia.aurea,Resupinate,Thin,No,2.571428571,10.82376844,Mycoacia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Mycoacia.fuscoatra,Resupinate,Thin,No,2.444444444,21.86843011,Mycoacia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Mytilinidion.mytilinellum,Pyrenoid,Thick,No,5.428571429,182.8014225,Mytilinidion,Mytilinidiaceae,Mytilinidiales,Dothideomycetes,Ascomycota
Myxarium.sp1.,Discoid,Thin,No,1.7,166.8971097,Myxarium,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Natantiella.ligneola,Pyrenoid,Thin,No,3,124.2524438,Natantiella,Annulatascaceae,Sordariales,Sordariomycetes,Ascomycota
Nectria.peziza,Pyrenoid,Thin,Yes,2.272727273,296.9786805,Nectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Nemania.atropurpurea,Stromatoid,Thick,No,2.1875,190.0035237,Nemania,Xylariaceae,Xylariales,Sordariomycetes,Ascomycota
Nemania.dark.sp.,Stromatoid,Thick,No,2.157894737,313.8663118,Nemania,Xylariaceae,Xylariales,Sordariomycetes,Ascomycota
Nemania.genea,Stromatoid,Thick,No,2.627118644,423.7655061,Nemania,Xylariaceae,Xylariales,Sordariomycetes,Ascomycota
Nemania.serpens,Stromatoid,Thick,No,2,383.495197,Nemania,Xylariaceae,Xylariales,Sordariomycetes,Ascomycota
Neobulgaria.lilacina,Discoid,Thin,Yes,2.352941176,141.8625433,Neobulgaria,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota
Neodasyscypha.cerina,Discoid,Thin,No,2.4,29.45243113,Neodasyscypha,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Niesslia.sp.,Pyrenoid,Thin,No,5.886956522,7.031925011,Niesslia,Niessliaceae,Chaetosphaeriales,Sordariomycetes,Ascomycota
Oligoporus.alni,Pileate,Thin,No,4.333333333,5.881061448,Oligoporus,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Orbilia.auricolor,Discoid,Thin,No,14,4.638757903,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.delicatula,Discoid,Thin,Yes,2.27,1.782853831,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.sp1.,Discoid,Thin,No,7.666666667,2.540272185,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.sp2.,Discoid,Thin,No,8,6.283185307,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.sp3.,Discoid,Thin,No,2.090909091,17.48610471,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.sp4.,Discoid,Thin,No,3.636363636,3.801327111,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.sp5.,Discoid,Thin,No,5.916666667,8.029910823,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.sp6.,Discoid,Thin,No,4.857142857,1.30847334,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.sp7.,Discoid,Thin,No,7.210526316,38.84343697,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Orbilia.sp8.,Discoid,Thin,No,6.111111111,3.498948818,Orbilia,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota
Otidea.tuomikoskii,Gilled,Thin,No,1.791666667,303.9490892,Otidea,Pyronemataceae,Pezizales,Pezizomycetes,Ascomycota
Oxyporus.corticola,Resupinate,Thin,No,1.418918919,56.4485295,Oxyporus,Schizoporaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Panellus.mitis,Gilled,Thin,No,3.8,5.829126994,Panellus,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Panellus.serotinus,Gilled,Thin,No,3.166666667,8.393942871,Panellus,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Panus.conchatus,Gilled,Thin,No,2.083333333,44.17864669,Panus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Patinellaria.sanguinea,Discoid,Thin,No,2.615384615,70.51402886,Patinellaria,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Paullicorticium.pearsonii,Resupinate,Thin,No,2.8,34.36116965,Paullicorticium,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Paullicorticium.seorsum,Resupinate,Thin,No,1.333333333,55.22330836,Paullicorticium,Hydnaceae,Cantharellales,Agaricomycetes,Basidiomycota
Peniophora.incarnata,Resupinate,Thin,No,2.25,113.0973355,Peniophora,Peniophoraceae,Russulales,Agaricomycetes,Basidiomycota
Peniophora.laurentii,Resupinate,Thin,No,2.444444444,174.9474409,Peniophora,Peniophoraceae,Russulales,Agaricomycetes,Basidiomycota
Peniophora.nuda,Resupinate,Thin,No,3.272727273,53.4561625,Peniophora,Peniophoraceae,Russulales,Agaricomycetes,Basidiomycota
Peniophora.pithya,Resupinate,Thin,No,2.5,30.67961576,Peniophora,Peniophoraceae,Russulales,Agaricomycetes,Basidiomycota
Peniophora.polygonia,Resupinate,Thin,No,3.384615385,91.25344911,Peniophora,Peniophoraceae,Russulales,Agaricomycetes,Basidiomycota
Peniophora.violaceolivida,Resupinate,Thin,No,3.090909091,50.48637569,Peniophora,Peniophoraceae,Russulales,Agaricomycetes,Basidiomycota
Peniophorella.guttuliferum,Resupinate,Thin,No,2.538461538,68.44008683,Peniophorella,Rickenellaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Peniophorella.pallida,Resupinate,Thin,No,2.666666667,56.54866776,Peniophorella,Rickenellaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Peniophorella.praetermissa,Resupinate,Thin,No,2.105263158,177.2054606,Peniophorella,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Peniophorella.pubera,Resupinate,Thin,No,2,120.5831618,Peniophorella,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Perenniporia.subacida,Resupinate,Thick,No,1.263157895,54.4375175,Perenniporia,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Peziza.cf.arvernensis,Discoid,Thick,Yes,1.769230769,1287.917998,Peziza,Pezizacea,Pezizales,Pezizomycetes,Ascomycota
Pezizella.sp1.,Discoid,Thin,No,3.566666667,75.63384314,Pezizella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Pezizella.sp2.,Discoid,Thin,No,3.95,24.81858196,Pezizella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Phaeohelotium.sp1.,Discoid,Thin,No,3.6,44.17864669,Phaeohelotium,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Phaeohelotium.sp2.,Discoid,Thin,No,2.894736842,15.59408053,Phaeohelotium,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Phaeohelotium.sp3.,Discoid,Thin,No,2.684210526,14.45996559,Phaeohelotium,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Phanerochaete.calotricha,Resupinate,Thin,No,1.777777778,15.90431281,Phanerochaete,Phanerochaetaceae,Polyporales,Agaricomycetes,Basidiomycota
Phanerochaete.laevis,Resupinate,Thin,No,2.090909091,34.15254826,Phanerochaete,Phanerochaetaceae,Polyporales,Agaricomycetes,Basidiomycota
Phanerochaete.sordida,Resupinate,Thin,No,2.181818182,35.63744166,Phanerochaete,Phanerochaetaceae,Polyporales,Agaricomycetes,Basidiomycota
Phanerochaete.velutina,Resupinate,Thin,No,2.181818182,35.63744166,Phanerochaete,Phanerochaetaceae,Polyporales,Agaricomycetes,Basidiomycota
Phellinus.ferrugineofuscus,Resupinate,Thin,No,2.896551724,6.935458482,Phellinus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Phellinus.igniarius.coll,Pileate,Thick,No,1.153846154,127.422998,Phellinus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Phellinus.laevigatus,Resupinate,Thick,No,1.309859155,46.02560865,Phellinus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Phellinus.lundellii,Pileate,Thick,No,1.238636364,82.86893102,Phellinus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Phellinus.nigrolimitatus,Pileate,Thin,No,2.444444444,21.86843011,Phellinus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Phellinus.tremulae,Pileate,Thick,No,1.35443038,65.55983542,Phellinus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Phellinus.viticola,Pileate,Thin,No,3.777777778,17.30389234,Phellinus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Phialocephala.piceae,Discoid,Thin,No,4.222222222,37.77274292,Phialocephala,Vibrisseaceae,Helotiales,Leotiomycetes,Ascomycota
Phlebia.centrifuga,Resupinate,Thin,No,2.727272727,44.54680208,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.femsjoeensis,Resupinate,Thin,No,2,17.89235191,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.lilascens.coll,Resupinate,Thin,No,1.888888889,16.89833236,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.livida,Resupinate,Thin,No,2.444444444,21.86843011,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.radiata,Resupinate,Thin,No,2.571428571,10.82376844,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.rufa,Resupinate,Thin,No,2.444444444,21.86843011,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.segregata,Resupinate,Thin,No,2.888888889,25.84450831,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.serialis,Resupinate,Thin,No,3.333333333,11.76035575,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.subserialis,Resupinate,Thin,No,2.888888889,25.84450831,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.subulata,Resupinate,Thin,No,1.727272727,28.21297465,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebia.tuberculata,Resupinate,Thin,No,2.25,47.71293843,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebiella.christiansenii,Pileate,Thin,Yes,1.529411765,92.21065312,Phlebiella,Xenasmataceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebiopsis.gigantea,Resupinate,Thin,No,2.230769231,60.14431873,Phlebiopsis,Phanerochaetaceae,Polyporales,Agaricomycetes,Basidiomycota
Phloeomana.clavata,Gilled,Thin,No,1.25,212.0575041,Phloeomana,Porotheleaceae,Agaricales,Agaricomycetes,Basidiomycota
Phloeomana.hiemalis,Gilled,Thin,No,1.377358491,161.0513912,Phloeomana,Porotheleaceae,Agaricales,Agaricomycetes,Basidiomycota
Phloeomana.speirea,Gilled,Thin,No,1.65,161.9883712,Phloeomana,Porotheleaceae,Agaricales,Agaricomycetes,Basidiomycota
Pholiota.flammans,Gilled,Thin,No,1.8,22.08932335,Pholiota,Strophariaceae,Agaricales,Agaricomycetes,Basidiomycota
Pholiota.scamba,Gilled,Thick,No,1.619047619,184.0040635,Pholiota,Strophariaceae,Agaricales,Agaricomycetes,Basidiomycota
Pholiota.squarrosa,Gilled,Thick,No,1.647058824,99.30378028,Pholiota,Strophariaceae,Agaricales,Agaricomycetes,Basidiomycota
Pholiota.tuberculosa,Gilled,Thick,No,1.684210526,141.7643685,Pholiota,Strophariaceae,Agaricales,Agaricomycetes,Basidiomycota
Piloderma.bicolor,Resupinate,Thick,No,1.3,15.95340019,Piloderma,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota
Piloderma.byssinum,Resupinate,Thick,No,1.266666667,52.46214295,Piloderma,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota
Piloderma.olivaceum,Resupinate,Thick,No,1.3,15.95340019,Piloderma,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota
Piloderma.sp1.,Resupinate,Thick,No,1.274193548,29.81332158,Piloderma,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota
Piloderma.sphaerosporum,Resupinate,Thick,No,1.206896552,23.11819494,Piloderma,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota
Pisorisporium.sp.,Pyrenoid,Thin,No,11.59493671,561.2412079,Pisorisporium,Pisorisporiaceae,Pisorisporiales,Sordariomycetes,Ascomycota
Platystomum.obtectum,Pyrenoid,Thick,No,2.736842105,1842.93679,Platystomum,Lophiostomataceae,Pleosporales,Dothideomycetes,Ascomycota
Pleurotus.pulmonarius,Gilled,Thin,No,2.533333333,104.9242859,Pleurotus,Pleurotacea,Agaricales,Agaricomycetes,Basidiomycota
Pluteus.cervinus,Gilled,Thin,No,1.39047619,158.0270192,Pluteus,Pluteaceae,Agaricales,Agaricomycetes,Basidiomycota
Pluteus.podospileus,Gilled,Thin,No,1.238095238,140.7089897,Pluteus,Pluteaceae,Agaricales,Agaricomycetes,Basidiomycota
Pluteus.semibulbosus,Gilled,Thin,No,1.227272727,160.3684875,Pluteus,Pluteaceae,Agaricales,Agaricomycetes,Basidiomycota
Polydesmia.pruinosa,Discoid,Thin,No,3.888888889,278.3254742,Polydesmia,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Postia.caesia,Pileate,Thin,No,3.4,9.012443925,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.fragilis,Pileate,Thin,No,3.516129032,10.28370903,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.guttulata,Pileate,Thin,No,1.75,19.00035237,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.leucomallella,Pileate,Thin,No,3.516129032,10.28370903,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.ptychogaster,Resupinate,Thick,No,1.914893617,19.51812611,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.rennyi,Resupinate,Thick,No,1.811320755,26.47420129,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.sericeomollis,Resupinate,Thick,No,1.976190476,14.37396449,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.tephroleuca,Pileate,Thin,No,3.166666667,8.393942871,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Postia.undosa,Pileate,Thin,No,3.290322581,9.623287347,Postia,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Propolis.farinosa,Discoid,Thin,No,3.583333333,607.8981785,Propolis,Rhytismataceae,Rhytismatales,Leotiomycetes,Ascomycota
Propolis.sp1.,Discoid,Thin,No,2.7,2120.575041,Propolis,Rhytismataceae,Rhytismatales,Leotiomycetes,Ascomycota
Protodontia.piceicola,Resupinate,Thin,No,1.125,56.54866776,Protodontia,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Protodontia.subgelatinosa,Resupinate,Thin,No,1.368421053,115.1835494,Protodontia,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Protounguicularia.transiens,Discoid,Thin,No,3.555555556,31.80862562,Protounguicularia,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Pseudocosmospora.vilior,Pyrenoid,Thin,Yes,2.380952381,270.594211,Pseudocosmospora,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Pseudographis.pinicola,Discoid,Thick,No,5.222222222,2990.010808,Pseudographis,Triblidiaceae,Triblidiales,Leotiomycetes,Ascomycota
Pseudohydnum.gelatinosum,Pileate,Thin,No,1.136363636,148.4893403,Pseudohydnum,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Pseudoplectania.nigrella,Discoid,Thin,No,1,1045.364955,Pseudoplectania,Sarcosomataceae,Pezizales,Pezizomycetes,Ascomycota
Pseudotomentella.flavovirens,Resupinate,Thick,Yes,1,215.6899706,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.griseopergamacea,Resupinate,Thick,Yes,1,526.1554102,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.humicola,Resupinate,Thick,Yes,1,269.39157,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.mucidula,Resupinate,Thick,Yes,1,331.3398502,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.nigra,Resupinate,Thick,Yes,1,572.5552611,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Pseudotomentella.tristis,Resupinate,Thick,Yes,1.142857143,307.8760801,Pseudotomentella,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota
Psilocistella.cf.conincola,Discoid,Thin,No,2.363636364,38.60722847,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
Psilocistella.obsoleta,Discoid,Thin,No,2.6,3.988350049,Psilocistella,Hyaloscyphaceae,Helotiales,Leotiomycetes,Ascomycota
